CMDLINE ./bsdiff /home/jbw/huawei_1000/C100157349/1.18.10/com.tencent.tmgp.pubgmhd.2204131148.apk /home/jbw/huawei_1000/C100157349/1.20.13/com.tencent.tmgp.pubgmhd.2209211018.apk diff
MEM 0.937500 1678774194.0934
MEM 15.339844 1678774194.1972
MEM 32.871094 1678774194.3109
MEM 50.917969 1678774194.4251
MEM 69.480469 1678774194.5392
MEM 88.042969 1678774194.6523
MEM 105.832031 1678774194.7603
MEM 123.363281 1678774194.8729
MEM 140.378906 1678774194.9823
MEM 158.167969 1678774195.0934
MEM 175.957031 1678774195.2069
MEM 194.261719 1678774195.3187
MEM 213.082031 1678774195.4321
MEM 230.871094 1678774195.5455
MEM 247.886719 1678774195.6559
MEM 265.160156 1678774195.7694
MEM 282.175781 1678774195.8821
MEM 301.253906 1678774195.9960
MEM 319.816406 1678774196.1091
MEM 337.347656 1678774196.2205
MEM 354.878906 1678774196.3336
MEM 371.894531 1678774196.4470
MEM 390.714844 1678774196.5605
MEM 409.019531 1678774196.6732
MEM 427.324219 1678774196.7826
MEM 443.824219 1678774196.8945
MEM 461.097656 1678774197.0052
MEM 478.371094 1678774197.1170
MEM 495.902344 1678774197.2310
MEM 514.980469 1678774197.3445
MEM 533.542969 1678774197.4579
MEM 551.847656 1678774197.5710
MEM 569.636719 1678774197.6834
MEM 586.910156 1678774197.7972
MEM 603.925781 1678774197.9093
MEM 622.746094 1678774198.0212
MEM 641.050781 1678774198.1335
MEM 659.871094 1678774198.2470
MEM 677.402344 1678774198.3604
MEM 694.933594 1678774198.4737
MEM 712.980469 1678774198.5860
MEM 730.511719 1678774198.6949
MEM 747.011719 1678774198.8029
MEM 765.832031 1678774198.9114
MEM 783.878906 1678774199.0242
MEM 800.894531 1678774199.1380
MEM 819.714844 1678774199.2505
MEM 833.636719 1678774199.3611
MEM 847.300781 1678774199.4740
MEM 868.441406 1678774199.5874
MEM 886.488281 1678774199.6984
MEM 903.503906 1678774199.8076
MEM 921.035156 1678774199.9211
MEM 938.566406 1678774200.0329
MEM 956.613281 1678774200.1457
MEM 975.175781 1678774200.2592
MEM 994.253906 1678774200.3725
MEM 1011.785156 1678774200.4842
MEM 1028.027344 1678774200.5966
MEM 1045.300781 1678774200.7071
MEM 1061.285156 1678774200.8178
MEM 1065.410156 1678774200.9276
MEM 1073.402344 1678774201.0387
MEM 1080.878906 1678774201.1522
MEM 1084.230469 1678774201.2656
MEM 1099.441406 1678774201.3758
MEM 1116.714844 1678774201.4884
MEM 1134.503906 1678774201.6013
MEM 1151.777344 1678774201.7115
MEM 1169.566406 1678774201.8230
MEM 1188.128906 1678774201.9366
MEM 1205.660156 1678774202.0411
MEM 1222.160156 1678774202.1448
MEM 1238.660156 1678774202.2485
MEM 1256.449219 1678774202.3610
MEM 1274.238281 1678774202.4736
MEM 1294.347656 1678774202.5848
MEM 1312.652344 1678774202.6986
MEM 1330.699219 1678774202.8095
MEM 1347.972656 1678774202.9201
MEM 1364.988281 1678774203.0287
MEM 1382.519531 1678774203.1409
MEM 1399.535156 1678774203.2446
MEM 1418.613281 1678774203.3571
MEM 1440.011719 1678774203.4676
MEM 1456.769531 1678774203.5796
MEM 1473.269531 1678774203.6921
MEM 1491.316406 1678774203.8045
MEM 1509.363281 1678774203.9162
MEM 1531.277344 1678774204.0259
MEM 1549.324219 1678774204.1344
MEM 1571.238281 1678774204.2475
MEM 1593.152344 1678774204.3594
MEM 1610.941406 1678774204.4710
MEM 1664.824219 1678774204.5831
MEM 1946.355469 1678774204.6873
MEM 1975.488281 1678774204.7920
MEM 1975.488281 1678774204.8955
MEM 1975.488281 1678774204.9990
MEM 1975.488281 1678774205.1025
MEM 1975.488281 1678774205.2079
MEM 1975.488281 1678774205.3114
MEM 2165.753906 1678774205.4156
MEM 2386.183594 1678774205.5200
MEM 2599.886719 1678774205.6286
MEM 2861.785156 1678774205.7333
MEM 3147.957031 1678774205.8373
MEM 3437.222656 1678774205.9424
MEM 3674.410156 1678774206.0461
MEM 3845.082031 1678774206.1503
MEM 4013.175781 1678774206.2552
MEM 4214.011719 1678774206.3602
MEM 4369.472656 1678774206.4646
MEM 4561.800781 1678774206.5683
MEM 4721.902344 1678774206.6734
MEM 4901.082031 1678774206.7774
MEM 5061.957031 1678774206.8812
MEM 5240.105469 1678774206.9851
MEM 5420.574219 1678774207.0899
MEM 5623.730469 1678774207.1941
MEM 5823.535156 1678774207.2979
MEM 6084.414062 1678774207.4014
MEM 6313.609375 1678774207.5064
MEM 6510.578125 1678774207.6103
MEM 6756.015625 1678774207.7143
MEM 6992.945312 1678774207.8214
MEM 7199.449219 1678774207.9268
MEM 7418.074219 1678774208.0318
MEM 7662.996094 1678774208.1358
MEM 7925.449219 1678774208.2407
MEM 8170.882812 1678774208.3454
MEM 8422.750000 1678774208.4492
MEM 8684.687500 1678774208.5537
MEM 8770.027344 1678774208.6583
MEM 8783.183594 1678774208.7625
MEM 8807.933594 1678774208.8662
MEM 8807.933594 1678774208.9731
MEM 8807.933594 1678774209.0803
MEM 8807.933594 1678774209.1869
MEM 8807.933594 1678774209.2944
MEM 8850.722656 1678774209.4012
MEM 9001.921875 1678774209.5064
MEM 9176.859375 1678774209.6107
MEM 9335.292969 1678774209.7150
MEM 9407.523438 1678774209.8207
MEM 9622.457031 1678774209.9271
MEM 9834.789062 1678774210.0316
MEM 10063.687500 1678774210.1353
MEM 10302.937500 1678774210.2415
MEM 10524.906250 1678774210.3460
MEM 10730.890625 1678774210.4497
MEM 10937.140625 1678774210.5559
MEM 11160.394531 1678774210.6605
MEM 11323.656250 1678774210.7686
MEM 11408.550781 1678774210.8727
MEM 11527.539062 1678774210.9776
